driver_id,name,gender,age,experience,driving_style,ratings,vehicle_no,average_speed_mph
ad900547-1,Jeffrey Haney,male,43,9,proactive,8,32111802,59.3
85b64b65-f,Thomas Smith,male,47,4,conservative,7,14969134,40.72
67ed0a2b-9,Kent Garcia,male,43,16,conservative,4,24322464,45.17
1f76d5e8-3,Tyler Gonzalez,male,48,4,conservative,4,19945346,50.96
49074da0-c,Scott Graham,male,46,9,proactive,8,13883923,62.56
ff6284a2-4,Gregory Robinson,male,39,2,proactive,4,82081587,60.59
08b9fe7a-c,Chelsea Mckee,female,51,23,proactive,4,18204175,53.38
9559a0b5-9,Michael Dixon,male,47,14,conservative,6,27063055,38.69
afacba6c-3,Ryan Sosa,male,43,14,conservative,8,88461049,48.06
6ab82869-4,Jared Davis,male,51,15,,5,66822391,62.61
4f55b204-f,Xavier Johnson,male,47,1,proactive,8,15436397,60.92
9181732b-1,David Becker,male,55,12,proactive,6,20205682,61.28
eda4cbe3-3,Matthew Soto,male,52,26,conservative,4,85416403,42.64
d23a0c7f-7,Allen Gray,male,46,13,conservative,6,26716985,51.19
58795b63-6,Dennis Fernandez,male,46,10,conservative,7,26225733,46.38
a082299f-f,Justin Robbins,male,48,19,conservative,7,20698203,45.88
1fb7f030-8,James Wells,male,55,21,conservative,4,19424012,50.73
51fa0bdb-5,Justin Gregory,male,51,16,conservative,7,13734459,50.22
5d522d9c-3,Frederick Ross,male,50,5,proactive,2,32156165,60.09
49046be1-e,Jason Ford,male,45,14,,5,24670198,60.09
74aad901-0,Keith Jones DDS,male,45,7,conservative,3,69327588,41.34
ee2e5ee9-4,Samuel Gregory,male,45,1,conservative,7,13006940,46.47
19f8cb04-d,Gary Joseph,male,41,18,proactive,7,81068169,59.62
734ffab2-0,Carlos Porter,male,47,3,conservative,2,28450066,45.65
09c1ea9e-3,Richard Mccullough,male,49,10,proactive,4,47398395,59.77
ff21b035-9,Brett Hoffman,male,46,13,conservative,4,24624497,51.98
69b89699-a,Lisa Bell,female,48,11,conservative,6,33892826,46.56
7568eed0-8,Lee Hebert,male,48,6,proactive,7,33145456,62.93
fed955dc-6,Richard Strong,male,49,14,conservative,8,16613236,59.5
691da019-c,Julian Lewis,male,46,11,proactive,5,25463189,61.43
051b0b14-2,Nathan Shelton,male,46,11,conservative,8,18447837,47.8
b6decbd7-f,William Houston,male,47,8,proactive,2,30619790,62.95
9ccc3a45-1,Thomas Macdonald,male,51,16,proactive,6,11663552,58.08
96cb112b-7,Mark Anderson,male,49,7,conservative,4,17984100,44.82
89b1861b-c,Shane Watson,male,55,24,conservative,6,26411380,37.45
434c5140-5,Matthew Everett,,48,5,conservative,3,22422306,49.17
5886fcbe-3,Edward Fisher,male,45,7,proactive,8,33573400,58.62
f8ab53c3-9,Shaun Bradford,male,51,18,,6,82741473,65.18
3d91387f-2,William Anderson III,male,50,0,conservative,4,24746768,40.69
d8ca04d3-9,William Skinner,male,40,1,proactive,4,15533946,58.06
b24edabe-2,Jimmy Gonzalez,male,46,13,proactive,6,27743523,58.29
443aa800-7,Glenn Jones,male,53,28,proactive,8,77040880,61.17
955ae473-f,Trevor Haynes,male,48,8,proactive,4,70128697,59.25
611ce497-4,Mark Harris,male,44,6,conservative,2,10299019,48.21
6d10584a-a,Reginald Garcia,male,44,9,conservative,4,24233814,48.8
2afc32ba-2,Edward Campbell,male,41,12,conservative,5,10231357,44.55
a897204e-a,Thomas Rogers,male,47,25,proactive,4,20194392,63.49
283d5592-d,Robert Wilson,male,55,13,proactive,6,30548837,60.04
ba620cdc-7,Jerome Walker,male,38,5,proactive,8,33748476,53.58
32ddaa4e-d,Jay Kirk,male,51,19,proactive,7,26767469,58.51
1af7f86d-f,Anthony Wolfe,male,54,24,proactive,9,21097795,57.86
150c8684-1,Bryan Knight,male,51,10,proactive,8,12211361,63.68
2fc6f4e9-f,Christopher Gilmore,male,48,8,proactive,8,17787573,56.29
1332b6e2-c,Jeffrey Harvey,male,39,4,proactive,3,16368426,58.54
b7af1bf6-1,Gregory Jones,male,42,5,conservative,7,21394134,43.26
0fbe5b59-f,Erik Reed,male,46,9,conservative,7,49884962,53.35
86427bdf-0,Joshua Todd,male,38,7,conservative,3,10929164,40.05
c6450719-b,Daniel Lin PhD,male,49,11,conservative,4,34012654,49.62
6468e3bb-f,David Shannon,male,47,3,proactive,7,19790058,58.85
e85e1cce-a,Trevor Gonzalez,male,47,17,proactive,7,66668483,59.58
3b270708-c,Frank Hunter,male,53,22,conservative,7,18721262,48.77
e2b9ce55-5,Jason Lewis,male,51,21,conservative,8,25691185,48.99
4042bba6-d,Kenneth Lester,male,58,22,conservative,6,11850429,44.13
3c3f2175-b,Darrell Petty,male,50,8,proactive,7,71897727,57.66
e5993125-b,Jose Sanchez,male,53,20,proactive,6,33582463,62.83
2153743e-5,William Crawford,male,53,29,proactive,9,24445769,57.59
f71ef38f-6,Jesse Herrera,male,52,12,conservative,5,18899925,54.87
489ecdc6-9,Robert Navarro,male,51,30,proactive,6,38275836,58.5
25981826-d,Benjamin Crawford MD,male,55,19,proactive,9,26852960,60.97
59904d79-9,Michael Smith,male,51,25,conservative,9,17077324,41.52
56f0e1b3-3,Alexis Perkins,male,44,7,conservative,3,96337481,50.05
0586b9a4-2,Jeffery Sparks,male,48,8,proactive,4,14109119,58.81
f2519b2d-8,Ryan West,male,51,10,proactive,3,31870298,57.41
66e38fe7-e,Marcus Jones,male,47,11,proactive,6,18884690,58.82
f05d91ad-a,James Rose,male,44,10,proactive,7,32304949,60.09
be1f9d10-a,David Martinez,male,49,6,conservative,4,31833859,36.74
7f21597b-3,Brett Donovan,,47,0,proactive,7,22192218,57.11
8fa1142b-1,Yvonne Elliott,female,53,27,conservative,4,26393061,36.77
02101661-d,Mathew Mcguire,male,52,20,conservative,8,28754860,43.76
361793eb-9,Jose Hernandez,male,43,6,conservative,2,20523896,47.64
d4763077-3,David Cook,male,49,14,,6,13426754,67.24
27f53393-f,David Taylor Jr.,male,58,17,conservative,8,32064593,52.49
973f548d-9,Jonathan Marsh,male,38,4,proactive,8,32464396,57.76
641b5228-4,Brandon Blankenship,male,54,23,conservative,6,21597433,44.9
f6e98209-a,Mr. Don Watkins,male,49,13,conservative,8,17779800,41.78
444a0613-b,Justin Gardner,male,56,18,proactive,6,92322431,59.31
2702cd57-d,Micheal Day,male,48,12,proactive,5,21983131,60.49
c695f153-6,David Davis,male,43,7,conservative,2,55576857,39.38
340b10f6-a,Travis Werner,male,50,15,proactive,5,25470787,62.02
c3712e9c-f,Andre Hancock,male,47,10,proactive,2,21016823,57.85
bd9acb9f-7,Martin Johnson,male,57,21,conservative,7,26730938,36.46
cbbc50ec-5,Annette Kelly,female,52,23,conservative,9,11321137,43.94
93e44ec9-5,Joel Howard,male,52,17,conservative,7,13363106,52.25
50a7c2f5-9,Frank Brown,male,53,15,proactive,4,16134175,58.28
ba3758cb-a,Vincent Williams Jr.,male,53,17,conservative,8,25812199,42.48
19be9c47-e,Michael Coleman,male,49,17,conservative,4,43629979,38.51
940779db-6,Sandra Martinez,,49,-5,conservative,3,42300252,49.06
f110642c-1,Marc Walters,male,47,5,proactive,3,24654257,61.93
42310e2e-b,Reginald Allen,male,43,0,proactive,7,99485464,57.51
25c55dfd-7,Jose Park,male,39,0,conservative,8,23608280,40.73
1a6e2c1d-c,Mr. Michael Kelly,male,50,16,conservative,6,30856611,38.88
b6ce46b3-5,Charles Knox,male,44,12,proactive,8,62332459,59.99
fff963f7-1,Dr. Kevin Porter,male,52,22,proactive,7,31978001,60.27
b88d1102-7,Robert Abbott,male,42,13,proactive,8,30769301,59.39
4ef4816f-d,Amy Beck,female,52,19,conservative,4,35547382,40.98
7cd32436-5,Nicholas Cox,male,55,25,conservative,7,19761644,47.87
e975a383-c,Neil Herring,male,45,7,proactive,3,18091756,58.02
b4db587c-9,Thomas Campbell,male,49,11,conservative,4,67906530,45.52
27bba4c3-e,Robert Hall,male,47,3,conservative,8,13990522,51.84
0007de9e-1,Gary Gonzalez,male,47,5,conservative,3,99664405,44.15
6e364023-4,John Fletcher,male,45,11,proactive,8,24891855,58.67
78ae39c9-3,David Miller,male,46,15,proactive,6,56671924,59.76
4d1a15ac-5,Logan Meyer,male,48,3,proactive,8,30440990,56.84
3fde9cbd-7,Mr. Timothy Patterson III,male,46,11,proactive,8,25375598,62.5
ed5b9f3e-c,John Howard,male,43,16,conservative,9,19202933,42.44
fd91f9ba-8,Brian Strickland,male,46,13,proactive,5,22469662,61.17
3fff1b6e-e,Brandon Cruz,male,53,23,proactive,6,10497416,59.77
adaaa2f0-e,Gregory Brown,male,44,4,conservative,4,29089862,51.6
07eed349-e,Dr. Wayne Wright MD,male,49,15,proactive,5,16027229,61.65
cbf08871-0,Alan Brown,male,43,8,proactive,7,31431132,60.05
a7a3a8c1-8,Ryan Bridges,male,47,9,proactive,3,14941602,58.86
66cf3d3e-8,Jason Johnson,male,43,20,proactive,4,30492373,60.9
6207060f-b,Cameron Atkins,male,45,8,conservative,3,87309070,44.95
fe868d96-6,Thomas Anderson,male,42,10,conservative,3,29292035,49.1
491a546f-3,Charles Skinner,male,47,7,proactive,2,18307948,58.46
a2927162-a,Phillip Escobar,male,39,6,proactive,7,20946964,63.96
9b92a082-9,Brian Wallace,male,47,3,proactive,2,17974775,61.76
ffedbf74-a,Thomas Ochoa,male,57,19,proactive,6,22916520,63.64
c643afdf-8,Thomas Smith,male,38,6,proactive,8,33548280,61.1
d365fd6e-1,Mr. Patrick Morgan DVM,male,54,22,,8,30947024,63.5
8cbb528b-f,Joshua Bullock,male,45,12,proactive,4,18234899,63.16
bd691daa-3,William Powell,male,50,4,conservative,4,18924069,44.43
dd8a161a-7,Dennis Webb,male,45,2,proactive,7,22596717,61.28
fd0c9ec1-d,David Rangel,male,46,-4,proactive,4,18950712,59.87
0e1fc5d5-e,Michael Murphy,male,42,15,proactive,8,49456947,57.65
26df5109-8,David Ruiz,male,49,13,,4,46065982,63.97
2bda32dc-f,Willie Jones,male,37,6,conservative,2,23900894,45.35
b5b79cf1-f,Shawn Green,male,47,13,proactive,6,83681090,59.9
80cd9629-2,Daniel Sawyer,male,42,13,conservative,4,11402175,57.51
8a9a384b-8,Tristan Coleman,male,47,2,conservative,3,29753755,43.66
6216c741-1,Mark Wilkerson,male,56,12,conservative,4,69963510,52.59
9f4b52cf-8,Bryce Lee,male,39,2,proactive,8,30237242,61.42
eab1023c-1,Richard Flores,male,40,7,conservative,3,21659663,44.32
03da4561-6,Robert Jones,male,40,1,proactive,4,67390548,59.12
abdd3a4e-0,Stephen Lopez,male,47,5,proactive,7,27831338,61.2
0a326f03-3,Jared Reeves,male,43,6,proactive,3,17591502,60.65
086f38f8-4,Nicholas Lawson,male,50,10,proactive,4,10273980,59.96
da0edc47-5,Russell Graham,male,51,17,conservative,8,12719244,41.51
899e038f-6,Christian Garcia,male,54,32,conservative,4,19747191,45.04
2ac2c945-8,Ronald Clayton,male,56,18,proactive,8,14419513,61.03
d0eb58b2-6,Jonathan Brown,male,52,14,conservative,4,27840680,47.36
222bb314-6,Mike David,male,42,1,proactive,4,29498159,58.16
8995be48-c,Scott Clark DDS,male,44,10,conservative,3,25434518,51.33
0803fe44-9,Jason Tucker,male,52,17,proactive,4,24578714,59.99
f21901c8-0,Martin Gardner,male,55,17,conservative,9,33500681,41.92
b67bedb5-2,Steven Barnett,male,47,8,proactive,8,23727577,60.01
69d5af2c-3,Jimmy Brooks,male,45,6,proactive,8,28327909,60.26
c81df4a7-3,Steven Ruiz,male,45,22,conservative,9,10906516,46.28
b14640d4-6,Nicholas Patel,male,45,3,conservative,4,18628134,44.71
fbbd02e3-b,Terrence Hampton,male,54,19,,9,16291318,63.18
8460ef47-6,Nicholas Martinez,male,56,18,proactive,6,10008392,60.74
d52284fa-8,Adam Turner,male,50,16,conservative,7,63052683,46.99
d80008e5-c,Anthony Oconnell,male,44,13,proactive,5,50009989,61.17
79ab8f7a-c,Daniel Clark,male,46,13,conservative,4,83616092,41.22
16935a51-9,Timothy Robertson,male,50,7,conservative,2,64713507,52.89
a3f9a7d3-f,Robert Kelley,male,47,14,proactive,4,96961596,54.06
6dec8e93-4,Jacob Brooks,male,57,20,conservative,7,20585832,41.39
698e385a-a,David Lawrence,male,54,15,proactive,4,24306620,61.16
1c63864b-0,Timothy Burke,male,44,7,conservative,4,48204624,45.26
dcf5aeae-b,Sean Schwartz,male,48,2,proactive,7,13569760,60.35
fa33b9b4-1,Michael Schmidt,male,42,5,proactive,2,29442078,60.1
edad4d14-9,Michael Vega,male,45,14,proactive,5,98257298,61.15
372f63b8-6,Jodi Green,female,44,9,conservative,2,26486771,42.19
7a1bbc9a-2,Paul Lowe,male,47,0,conservative,3,29607288,34.27
4c214ae8-b,Jermaine Farmer,male,41,7,conservative,7,11095479,41.24
b29e6845-f,John Glass,male,47,2,proactive,7,18463455,57.52
3ec1b4cb-3,Richard Delacruz,male,48,14,proactive,5,16430282,61.61
31263d54-a,Mike Howard,male,43,4,conservative,8,10187667,48.58
e926ed8e-d,Cheyenne Navarro,female,45,13,proactive,6,62808369,62.09
32e9d2bf-a,John Barton,male,55,15,proactive,4,38689999,58.56
3f65b5f0-b,Scott Underwood,male,41,5,proactive,2,64897634,62.79
637106fd-e,Tracy Arroyo,male,48,15,proactive,6,13193143,59.18
b38a38cb-a,William Cooper,male,50,7,proactive,8,16301082,60.5
73d65442-b,Gregory Hood,male,45,11,conservative,8,25047292,48.56
398a0bad-2,John Winters,male,49,8,proactive,8,32628685,60.75
30d78c1a-e,Larry Mccoy,male,49,0,proactive,2,29017409,62.38
1e49c3d1-f,Ethan Palmer,male,55,20,conservative,7,69638306,45.28
d08282df-9,Michael Parker,male,51,19,conservative,8,29283906,41.24
eba11fb1-3,Michael Lynch,male,46,11,conservative,6,13825067,48.85
ff1fb2a1-f,Keith Walters,male,49,6,proactive,4,31472253,60.89
f682bcd8-8,Jennifer Baker,female,45,6,conservative,7,13227936,52.85
08d2e904-2,Christopher Day,male,49,9,conservative,3,31664257,41.26
fca988a8-c,Chad Golden,male,54,28,conservative,7,10869458,48.23
9632e3c7-7,Carlos Hall,male,43,8,proactive,8,23901462,61.46
f925b5ca-6,Robert Munoz,male,46,12,conservative,4,21886845,45.59
a208b02a-e,Robert Kim,male,46,7,proactive,2,83766221,61.24
c8f5baf4-c,Gerald Rodriguez,male,50,17,conservative,9,11362951,48.62
755ec7e6-f,Christopher Adams,male,44,15,conservative,4,26207692,49.49
41281b64-4,John Jones,male,57,22,proactive,4,74647097,58.79
f5b720ad-4,Douglas Gillespie,male,43,8,proactive,7,76939443,61.35
f158a685-c,Robert Miles,male,46,11,proactive,4,17287024,60.3
4f9009b3-4,David Friedman,male,42,3,proactive,4,21936724,59.66
19843be4-3,Kevin Arroyo,male,56,17,,9,19351626,62.47
6f30ee2c-5,George Phillips,male,48,8,conservative,2,16154327,47.93
1194e913-7,Mark Johnson,male,43,11,conservative,4,16974912,47.99
4a8d9b68-e,Juan Davis,male,45,10,proactive,2,73084601,63.29
b9505b5e-c,David Mccoy,male,41,6,conservative,7,29754543,45.73
8dc3ec8e-3,Jose Barnes,male,43,7,proactive,4,50163414,60.58
524d64b1-7,Timothy Owens,male,55,18,proactive,7,22377469,60.46
d73b6158-3,Justin Nelson,male,43,8,,8,53838896,66.05
ce75c223-e,Russell Velasquez,male,53,22,proactive,9,20996187,63.94
425e0b7f-f,Shawn Frank,male,49,21,conservative,8,28136927,39.87
660adcf3-1,Kenneth Hopkins,male,40,6,proactive,8,15409985,61.62
2239cebd-3,Kevin Lane,male,41,5,conservative,7,95917365,47.91
a190cd36-6,Christopher Daniel,male,46,15,conservative,8,12201083,42.35
f18d1c54-9,Melvin Lang,male,52,21,proactive,6,92186250,62.33
c2dae66f-1,Darrell Sanders,,49,11,proactive,6,21201884,59.19
1ed63454-0,Erin Anderson,female,50,9,proactive,4,74086764,57.48
2cbae81c-7,Joshua Powers,male,46,0,proactive,2,11486762,58.34
b068ba5e-8,Joseph Clark,male,54,10,conservative,8,51379229,47.71
b75805be-9,Robert Fitzgerald,male,49,14,conservative,8,54866249,49.66
614bd54d-c,Timothy Schroeder,male,55,13,proactive,6,16482316,61.91
7b3aa465-7,Mark Powell,male,52,25,proactive,7,75875792,61.85
3c92081f-b,Melissa Lowe,female,47,5,proactive,7,45955099,60.95
041e1b9b-6,Roger Quinn,male,49,16,conservative,6,10236020,51.44
52eea9ac-f,James Ingram,male,39,7,proactive,3,24015925,58.14
457af3b7-3,Jesus Larsen,male,49,10,proactive,8,74796611,60.17
6e4562c4-9,John Jennings,male,42,5,proactive,2,14680861,59.81
31446e1f-e,David Perez,male,34,4,conservative,2,24467813,38.85
5feb9451-f,John Clayton,male,51,21,conservative,4,30111336,42.44
522e66b8-5,Daniel Brown,male,57,17,proactive,6,17366141,59.2
5140d759-9,Jose Martin,male,52,21,proactive,4,60858923,60.74
f4b51f64-b,Raymond Wade,male,54,15,conservative,8,31463722,43.3
fcad7022-3,Brendan Clarke,male,48,5,proactive,7,96621929,60.18
e06e8543-b,Jeremy Thomas,male,48,7,conservative,8,35477069,38.65
0ce59d4c-5,Cameron Davis,male,44,8,conservative,2,31878880,42.89
61bd109a-4,Joshua Blair,male,48,3,proactive,4,11610010,60.05
80368179-4,Anthony Waters,male,50,15,conservative,6,12725734,48.41
bf2f77e5-9,Jonathan Green,male,52,21,conservative,4,23941587,45.41
3e8d04c1-a,Thomas Wagner,male,42,16,conservative,7,99016854,54.59
45a14e9e-0,Michael Martinez,male,47,6,conservative,4,34009707,36.26
456a82c9-5,Scott Wilkins,male,49,5,proactive,7,23939310,63.38
29bacd8b-f,Daniel Ellison,male,50,10,conservative,4,16376219,45.42
4e387d30-1,Peter Holt,male,54,21,proactive,7,53651873,58.23
e384eb45-0,James Graham,male,45,10,proactive,4,19190763,63.15
70a2a741-f,Allen Galvan,male,48,12,proactive,5,15372000,58.62
17a4300f-d,Christina Woods,female,45,9,conservative,2,10868310,44.24
b55d2880-e,Daniel Lee,male,39,5,proactive,4,26486445,58.72
b9d4bfb4-d,Marc West,male,51,24,proactive,8,33976838,57.8
25066074-4,Sean Pacheco,male,41,10,conservative,8,22851295,49.35
ad2e093b-a,Tommy Bennett,male,53,18,proactive,6,30154214,59.74
6fdfe4a2-1,Tonya Rodriguez,female,54,20,proactive,4,25598499,59.46
03fed3e9-2,Jason Horne,male,51,9,conservative,8,44289374,46.39
7c30dc9a-e,Kevin Patel Jr.,male,51,12,conservative,6,41968183,46.24
28bd3278-d,Lance Randolph,male,51,26,conservative,8,45895754,50.93
5f16290a-c,Bailey Larson,female,44,16,proactive,6,85129439,61.13
be4f293c-0,Jody Martin,female,51,19,conservative,9,12246257,40.23
c8108fb5-d,Eric Torres,male,46,5,proactive,3,17922122,60.6
2635cbf0-c,Kevin Johnson,male,42,16,conservative,6,10960110,53.0
3fe77f58-0,Jacob Stevens,male,49,13,conservative,6,95011081,43.64
0ce99984-3,Gregory Giles,male,45,11,proactive,6,17709480,62.22
1ccd859d-a,Joseph Sawyer,male,41,11,proactive,6,56036368,59.36
363151a2-e,Thomas Goodman,male,45,15,proactive,4,10379022,59.05
d792d588-4,Antonio Wolfe,male,45,11,proactive,6,98608929,58.08
76f8e0f6-e,Alexander Ramirez,male,51,14,conservative,6,14708548,40.88
c0bf02ef-0,James Trujillo,male,49,4,proactive,8,19336784,59.19
36551a9c-4,Sarah Wells,female,52,19,conservative,4,56162463,37.37
486022cf-4,Timothy Aguilar,male,42,5,conservative,3,23995242,50.73
aca3cd07-9,Timothy Gallegos,male,56,22,conservative,6,56073339,41.31
2e6de06e-2,Joshua Mack,male,45,10,conservative,3,42958017,46.13
ffd07efc-3,Jay Jones,male,51,23,conservative,8,17070888,44.06
b0c666f2-a,Kevin Cardenas,male,55,24,proactive,8,12063845,61.23
b09c7da2-f,Cesar Sanford,male,44,15,proactive,6,20951755,58.95
b1ced21b-d,Jacob Blair,male,48,14,proactive,4,30083380,59.37
d52f2805-6,Robert Foster,male,47,4,conservative,2,14351038,44.29
17a5f414-8,Bobby Martinez,male,46,11,conservative,6,75811218,41.06
03984b13-8,Victor Terry,male,38,0,conservative,8,12553048,40.56
d865c643-e,Michael Bowman,male,47,5,conservative,3,17898515,43.9
ba9975de-2,Christian Frey,male,48,6,proactive,8,72508517,57.19
2e19973a-9,Erik Bauer,male,48,13,proactive,4,36435167,60.29
8bf4ed2b-6,Jeffrey Sharp,male,49,12,proactive,6,26126395,57.02
8c6a7642-d,Joseph Riley,male,45,9,proactive,2,59336459,60.59
b58e092c-5,Jay Woodard,male,55,26,,6,24932516,65.85
f102ceb2-c,Patrick Hoffman,male,53,11,conservative,5,22544092,41.71
51acd57b-4,Kenneth Pena,male,45,14,proactive,4,16607545,62.76
fe5449bd-f,Kevin Mueller,male,43,5,conservative,3,20898520,39.21
783a6481-a,William Lane,male,42,8,proactive,3,31038386,59.64
c0593c16-d,Bradley Clarke,male,45,13,conservative,5,31815604,43.33
6c7c7efe-e,David Conway,male,49,9,conservative,4,12166884,43.72
e3b5b27a-1,Charles Salas,male,49,11,proactive,4,12857613,60.51
a6505944-d,Daniel Buchanan,male,62,20,proactive,9,84459899,60.77
5e9ae6dc-f,Adam Lara,male,43,11,conservative,4,21634234,39.2
07e07ec7-6,Ricky Newman,male,42,12,proactive,5,36527850,58.02
e07685ea-6,Lauren Arias,female,49,6,proactive,7,29164114,61.76
14763acd-d,Jesse Ortiz,male,49,12,proactive,5,89423614,57.07
0257f2f2-c,Shannon Salinas,female,45,8,proactive,3,16793343,60.05
e2d12bdf-8,Joshua Lyons,male,52,17,proactive,9,40564954,61.58
febb24d2-d,Daniel Martinez,male,48,16,proactive,8,29206938,58.9
c48a09ed-f,Austin English,male,45,14,proactive,5,28243295,58.47
1fe3d432-5,Steven Franklin,male,58,13,conservative,4,13495355,45.64
f3091ad6-1,Brian Hernandez,male,41,22,conservative,8,23946492,45.98
1a97f3fd-6,Tiffany Houston,female,53,24,conservative,4,32731637,43.66
6e957395-6,Noah Morgan,male,53,24,proactive,4,23286874,63.06
0ed49fb4-c,Nathan Walker,male,52,24,conservative,8,37604602,45.23
55ffaf51-a,Thomas Owens,male,51,19,conservative,7,10991097,43.28
7fd554ae-7,Donald Oliver,male,46,1,conservative,7,10056827,46.37
a4329dc5-e,Joshua Ward,,51,18,conservative,8,60559337,46.02
21376737-6,Christopher Gates,male,42,6,conservative,2,31133482,43.15
dfb10059-a,Jeffrey Adams,male,47,4,proactive,8,28776587,58.52
8ece41c7-1,Joshua Fisher,male,48,19,proactive,7,22231790,58.85
8d4a3ab3-b,Theodore Rodriguez,male,45,13,,5,17905159,64.37
56abd250-d,Julie Gomez,female,45,19,proactive,7,32252915,62.54
c9f63e7f-9,Joseph Kline,male,41,14,conservative,4,30978201,44.4
b99436d4-7,Steve Garcia,male,59,14,proactive,4,78342290,62.63
e8764914-f,Juan Johnson,male,46,5,proactive,7,90120575,60.28
d3055f79-6,Christopher Hill,male,45,9,conservative,3,16407705,42.37
71057b2b-0,Martin Calderon,male,54,24,conservative,7,31583570,39.63
8411f939-8,Barry Gentry,male,48,11,conservative,8,20828859,46.92
8bc8aeef-e,Nathan Vega,male,47,5,proactive,8,13251015,58.51
f5986768-1,Mark Sanchez,male,46,7,proactive,7,22885978,59.89
e0cfcf49-0,Tracey Wright,female,51,25,proactive,9,33570035,59.56
c7d67abf-d,Pedro Floyd,male,54,19,conservative,9,18604747,38.97
ae3d52e1-f,Sara Knight,female,50,8,proactive,8,32916983,61.01
957714e0-e,Zachary Campbell,male,43,14,proactive,5,13422818,61.74
f44f49c0-3,Adam Johnson,male,46,25,conservative,9,31451827,37.44
08a48509-4,Steven Nguyen,male,29,5,proactive,7,24771733,62.12
b9112cfd-8,Jeffrey David,male,49,7,proactive,2,32555803,58.8
1b2aad81-c,Victor Gutierrez,male,47,10,conservative,3,80360456,47.18
ca8609ff-f,Jacob Gomez,male,51,29,conservative,9,16389693,45.48
1898615b-2,David Wheeler,male,47,8,conservative,4,29663176,51.29
06bc454e-1,Devon Fernandez,male,52,19,proactive,7,15091061,59.78
823f88f4-2,Mark Chandler,male,46,14,proactive,5,66446461,59.46
c6766993-3,David Hawkins,male,53,18,conservative,6,74678175,48.54
0ef643a5-4,Jordan Smith,male,48,18,,6,10714595,64.8
f763b55e-0,Angel Fritz,male,52,18,proactive,7,27204262,56.28
4e98ea31-5,Albert Barron,male,43,1,proactive,2,31057961,61.26
4cc9f8cd-5,Gregory Salazar,male,55,22,,8,96122275,62.7
a48d5817-b,John Davis,male,55,35,proactive,8,11500876,56.59
6b22c936-1,Brian Hall,male,37,8,conservative,4,13032213,52.48
47a1852b-a,Raymond Richardson,male,43,7,proactive,8,13818055,59.0
dc32065c-4,Leonard Jones,male,52,24,proactive,7,15253275,59.67
a171365f-6,Robert Estes,male,49,14,proactive,4,31823479,61.68
21cca60e-7,Keith Wagner,male,42,14,proactive,4,12095369,57.86
a66b4d3d-b,James Williams,male,38,2,proactive,7,23633322,59.88
85a6ca13-5,Theodore Clark,male,52,19,proactive,7,30972126,55.92
5b7433a4-b,Sherry Parker,female,40,3,conservative,3,27715877,46.56
61b907ef-f,William Brown,male,44,11,proactive,4,31051475,60.92
0b300716-5,Roger Mora,male,51,22,conservative,7,77665093,40.66
23af6d7a-a,Robert Castillo,male,45,12,conservative,5,64789793,39.36
a3a1b812-2,Javier Williams,male,50,5,proactive,2,33325876,60.84
bc6636de-b,Keith Savage,male,49,5,proactive,2,44352561,57.97
3e2d2ff9-9,Francis Larson,male,43,8,conservative,8,18144529,38.84
6dd84830-1,Jacob Weaver,male,47,6,conservative,2,18247041,41.01
9ac5e2d4-3,Donald Garza,male,44,5,conservative,4,86291484,41.34
f99be67e-d,Carrie Nicholson,female,53,18,proactive,4,31289643,60.11
19c1ef1a-a,Joshua Robertson,male,42,10,proactive,7,20559907,59.65
6a2bd8a7-6,Molly Lee,female,50,17,proactive,6,12141617,61.89
b0a6a69c-c,Dr. Evan Barajas,male,36,2,proactive,2,13274951,58.64
27807b36-9,Brent Romero,male,54,20,conservative,8,18196993,52.72
16d875ee-3,Roberto Reed,male,45,7,conservative,3,19360154,32.49
55f4d3bf-9,Jeffrey White,male,49,9,proactive,2,12554904,62.03
da88f63f-0,Edward Parker,male,33,4,proactive,8,30101314,55.93
dbc14db2-6,Eric Baker,male,45,7,,7,29667989,61.49
fb6a2c68-5,Thomas Wright,male,48,17,conservative,7,24268814,44.3
8e04669b-b,Matthew Love,male,51,20,conservative,9,17999068,44.44
d1921a5c-6,William Guzman,male,46,8,conservative,8,30002039,43.34
de188c7f-f,Walter Scott,male,44,3,proactive,8,20826347,62.97
6531de3d-0,Eric Berry,male,53,27,proactive,4,28775810,59.37
122225e7-6,Amanda Wilson,female,47,10,proactive,3,25940992,57.32
0a1e7169-1,Kevin Torres,male,37,5,conservative,2,24062736,48.9
be7890ad-1,Kevin Webster,male,50,4,conservative,2,27490665,45.77
0a2dceef-9,Tyrone Weaver,male,46,5,proactive,8,26822470,63.05
5b6ca92a-4,Benjamin Case,male,45,7,conservative,7,20149429,54.18
19262a9c-c,Ronald King,male,41,10,proactive,7,29481033,60.12
8619b2bc-7,Victoria Mcintosh,female,47,7,conservative,4,85102578,46.0
619920f8-8,Mark Davis,male,55,17,conservative,7,22094647,38.64
11df6db5-7,Joel Harris,male,53,24,,9,20202019,63.13
0987e50c-3,Christine Buchanan,female,51,18,conservative,7,15247179,40.35
b1590868-e,John Bush,male,53,16,proactive,9,23554931,59.22
68d50dd1-1,George Kline,male,49,14,conservative,6,18135510,37.84
72a195d9-9,Evan Sanchez,male,47,7,conservative,2,26741519,45.08
